text,created_at,is_retweet,source,clean_text,clean_text_with_stopwords
"We need to maximize America’s energy potential to help create jobs, keep costs down, &amp; strengthen national security. https://t.co/SjSSPpns7g",Sat Feb 13 15:40:53 +0000 2016,False,other,need maximize america energy potential help create jobs keep costs strengthen national security,we need to maximize america s energy potential to help create jobs keep costs down strengthen national security
RT @DrPhilRoe: 94 million Americans have given up looking for work. There is a #BetterWay. More: https://t.co/xcL7HIHSms @SpeakerRyan @Hous…,Thu Sep 08 11:18:51 +0000 2016,True,other,rt @drphilroe million americans given looking work betterway @speakerryan @hous,rt @drphilroe million americans have given up looking for work there is a betterway more @speakerryan @hous
"The House #PuertoRico bill addresses crisis, avoids taxpayer bailout. https://t.co/2qlKpJpPe0",Thu May 19 21:27:43 +0000 2016,False,other,house puertorico bill addresses crisis avoids taxpayer bailout,the house puertorico bill addresses crisis avoids taxpayer bailout
This is a party that has ideas on fighting poverty. https://t.co/7bsKLnsuY5 #YearofIdeas,Thu Jan 07 18:58:51 +0000 2016,False,other,party ideas fighting poverty yearofideas,this is a party that has ideas on fighting poverty yearofideas
We can't rely on the courts alone to protect our rights. There's a #BetterWay to uphold our #Constitution. https://t.co/u65VMOk8yU,Thu Jun 16 23:26:27 +0000 2016,False,other,rely courts alone protect rights betterway uphold constitution,we can t rely on the courts alone to protect our rights there s a betterway to uphold our constitution
"A #BetteryWay to fix #hcr: multiple pieces of straightforward legislation, not an overly complex 3,000-page bill.
https://t.co/fHZ5XKFbVP",Wed Jun 22 17:31:53 +0000 2016,False,other,betteryway fix hcr multiple pieces straightforward legislation overly complex page bill,a betteryway to fix hcr multiple pieces of straightforward legislation not an overly complex page bill
Millions of Americans are filing their taxes this month—and getting a good reminder of why they despise the #IRS. https://t.co/9vhblsk5cw,Thu Mar 10 18:28:58 +0000 2016,False,other,millions americans filing taxes month getting good reminder despise irs,millions of americans are filing their taxes this month and getting a good reminder of why they despise the irs
"RT @PatTiberi: A #betterway to deliver high quality &amp; affordable #healthcare #StoriesFromOhio 

https://t.co/ktTIpmMUUy https://t.co/cpb7Oc…",Fri Aug 12 19:31:49 +0000 2016,True,other,rt @pattiberi betterway deliver high quality affordable healthcare storiesfromohio,rt @pattiberi a betterway to deliver high quality affordable healthcare storiesfromohio
.@SteveScalise to deliver tmrw’s #GOPAddress. Topic: #AmericanEnergy. Watch it on https://t.co/Uc5EMX9S12. https://t.co/0XEeYdr0AW,Fri Feb 12 19:49:52 +0000 2016,False,other,@stevescalise deliver tmrw gopaddress topic americanenergy watch,@stevescalise to deliver tmrw s gopaddress topic americanenergy watch it on
Proud to have Vice President-elect @mike_pence join House #Republicans this morning. We're ready to get to work. https://t.co/bUdYrrVcZ6,Thu Nov 17 16:36:00 +0000 2016,False,other,proud vice president elect @mike pence join house republicans morning ready get work,proud to have vice president elect @mike pence join house republicans this morning we re ready to get to work
There will be no taxpayer bailout of #PuertoRico. https://t.co/ZJREdhBTFm,Tue Apr 26 17:04:22 +0000 2016,False,other,taxpayer bailout puertorico,there will be no taxpayer bailout of puertorico
What exactly does our #BetterWay include? Flip through our digital booklet and find out. https://t.co/2K26VWc4cq,Mon Jul 25 15:12:29 +0000 2016,False,other,exactly betterway include flip digital booklet find,what exactly does our betterway include flip through our digital booklet and find out
The campaign is over. Now the real work begins. https://t.co/GRNiA3Qf5B,Wed Nov 23 15:42:31 +0000 2016,False,other,campaign real work begins,the campaign is over now the real work begins
The #PuertoRico bill now heads to the president’s desk. https://t.co/UVv0ozK1ET,Thu Jun 30 12:20:15 +0000 2016,False,other,puertorico bill heads president desk,the puertorico bill now heads to the president s desk
"Proud to sign life-giving legislation, sponsored by @RepChrisSmith. #HR2820 is now law. https://t.co/QxGBtBB2yY https://t.co/wAfY5nC1rG",Mon Jan 04 21:11:39 +0000 2016,False,other,proud sign life giving legislation sponsored @repchrissmith hr law,proud to sign life giving legislation sponsored by @repchrissmith hr is now law
Impressive work by many of America's best and brightest young minds. Congratulations to all who participated in the… https://t.co/DIio98r1AY,Wed Dec 07 20:59:41 +0000 2016,False,other,impressive work many america best brightest young minds congratulations participated,impressive work by many of america s best and brightest young minds congratulations to all who participated in the
This is a #BetterWay. https://t.co/2RpBaMOaPO https://t.co/rCgOyZuT2u,Mon Jun 20 14:29:06 +0000 2016,False,other,betterway,this is a betterway
"Next week, I travel to the Middle East to discuss threat posed by #ISIS &amp; radical Islamic terrorism w/ key allies. https://t.co/Zoa1ElY9Lx",Tue Mar 29 20:01:48 +0000 2016,False,other,next week travel middle east discuss threat posed isis radical islamic terrorism w key allies,next week i travel to the middle east to discuss threat posed by isis radical islamic terrorism w key allies
"Hey @boyscouts, @USHouseHistory has more info on the clocks you were asking me about. https://t.co/Ad72jdCzIP https://t.co/YAvJjY90iE",Mon Mar 14 15:33:57 +0000 2016,False,other,hey @boyscouts @ushousehistory info clocks asking,hey @boyscouts @ushousehistory has more info on the clocks you were asking me about
This administration's executive overreach must be stopped. https://t.co/AxjEAVFHTi,Fri Apr 08 16:30:27 +0000 2016,False,other,administration executive overreach must stopped,this administration s executive overreach must be stopped
Obama’s EPA has made it clear it sees no place for #naturalgas in our nation’s #energy mix. https://t.co/BVNzNRgttk,Sat May 14 22:29:49 +0000 2016,False,other,obama epa made clear sees place naturalgas nation energy mix,obama s epa has made it clear it sees no place for naturalgas in our nation s energy mix
"The House passed legislation that funds the VA. In it, we used constitutional authority to hold the VA accountable. https://t.co/OjilhFlTwm",Sat May 21 17:27:12 +0000 2016,False,other,house passed legislation funds va used constitutional authority hold va accountable,the house passed legislation that funds the va in it we used constitutional authority to hold the va accountable
RT @RepHartzler: Our plan for tax reform is centered on tax fairness for all and a service first IRS. #BetterWay https://t.co/YXCkDCWrNj ht…,Mon Oct 31 12:31:33 +0000 2016,True,other,rt @rephartzler plan tax reform centered tax fairness service first irs betterway ht,rt @rephartzler our plan for tax reform is centered on tax fairness for all and a service first irs betterway ht
Democrats should drop the politics and help us get this done. https://t.co/ITxxSZo3om,Wed Aug 10 17:45:08 +0000 2016,False,other,democrats drop politics help us get done,democrats should drop the politics and help us get this done
"#Republicans will protect the homeland, keep terrorists out of America and secure our borders. #BetterWay https://t.co/TOQRrACp13",Sat Nov 05 15:18:29 +0000 2016,False,other,republicans protect homeland keep terrorists america secure borders betterway,republicans will protect the homeland keep terrorists out of america and secure our borders betterway
"The House will not wait for the president to act. Next week, we will vote to further sanction Iran. https://t.co/fiZ0gUBEH3",Sat Jan 09 21:16:01 +0000 2016,False,other,house wait president act next week vote sanction iran,the house will not wait for the president to act next week we will vote to further sanction iran
"Mental illness is a sickness, not a sin or a crime. Congress is working to reform our broken mental health system. https://t.co/G44HNOaWir",Wed Jun 15 20:35:14 +0000 2016,False,other,mental illness sickness sin crime congress working reform broken mental health system,mental illness is a sickness not a sin or a crime congress is working to reform our broken mental health system
"RT @CNN: Speaker Paul Ryan: Obamacare ""must be replaced. We're going to do that"" https://t.co/1FIKzrf8Kb #CNNSOTU https://t.co/1Zsmqv6o7F",Mon Nov 14 12:37:08 +0000 2016,True,other,rt @cnn speaker paul ryan obamacare must replaced going cnnsotu,rt @cnn speaker paul ryan obamacare must be replaced we re going to do that cnnsotu
We are on the cusp of something special. A once-in-a-generation opportunity to transform how we treat disease. https://t.co/aUcqsgFhBA,Sun Dec 11 18:57:57 +0000 2016,False,other,cusp something special generation opportunity transform treat disease,we are on the cusp of something special a once in a generation opportunity to transform how we treat disease
RT @RepDianeBlack: House voted today with my support to BAN the transfer of dangerous #Gitmo detainees. Here's why that's important: https:…,Fri Sep 16 02:18:33 +0000 2016,True,other,rt @repdianeblack house voted today support ban transfer dangerous gitmo detainees important https,rt @repdianeblack house voted today with my support to ban the transfer of dangerous gitmo detainees here s why that s important https
READ my statement on @HouseGOP Chair @cathymcmorris's bill to roll back the FDA's 400-page menu labeling rule. https://t.co/mTIeSwtd55,Fri Feb 12 16:46:33 +0000 2016,False,other,read statement @housegop chair @cathymcmorris bill roll back fda page menu labeling rule,read my statement on @housegop chair @cathymcmorris s bill to roll back the fda s page menu labeling rule
Must watch: This week's @HouseGOP address uncovers the truth about #Benghazi for the American people. https://t.co/NmyjdslG48,Sat Jul 02 13:43:42 +0000 2016,False,other,must watch week @housegop address uncovers truth benghazi american people,must watch this week s @housegop address uncovers the truth about benghazi for the american people
